75, "разработка автономного экстрактора атмосферной влаги"
76, "биотехнологии"
77, "разработка пропорционального картриджного клапана с пилотным электроуправлением"
78, "разработка автоматизированной системы поддержки рационализаторской деятельности и триз на предприятиях в рамках концепции"
79, "разработка и исследование устройства для высокоскоростного планетарного ленточного шлифования деталей машин"
80, "разработка роботизированного шагающего модуля для эффективной добычи полезных ископаемых подземным способом"
81, "разработка самообучающейся системы технического зрения для диагностики герметичности упаковки пищевых продуктов в условиях поточного производства"
82, "разработка облачной системы дополненной реальности с элементами когнитивного анализа поведения пользователей мобильного приложения"
83, "бережливого производства"
84, "разработка качественного и количественного состава модуль-сорбера с заданными свойствами для использования в полевых геохимических съёмках"
85, "основе производства колонок для ионной жидкостной хроматографии"
86, "медицина будущего"
87, "основе метаболитов лекарственных базидиальных грибов"
88, "поисках нефти и газа"
89, "устройств в рамках концепции интернета вещей"
90, "виртуальный симулятор добычи нефти и газа"
91, "вариантов комплексных кормовых добавок на основе зеленой микроводоросли хлорелла"
92, "активных веществ"
93, "фотографий ценников и фотографий полок"
94, "технология окраски неметаллических отделочных строительных материалов методом порошкового напыления"
95, "микротоннелепроходческий щитовой комплекс"
96, "алгоритмы обработки естественного языка на основе метода экстремального обучения байесовских нейронных сетей для интеллектуальных агентов классификации и ранжирования информационных потоков"
97, "изготовленных из вязкоупругих полимерных материалов"
98, "построенного на базе нейронной сети"
99, "программный комплекс для оценки качества"
100, "прайсер - сервис сбора и распознавания"
101, "технология электроразведки на базе бпла для обеспечения эффективного геологического изучения недр"
102, "помощью семантического анализа судебной практики"
103, "классификации и сертификации сырья драгоценных камней"
104, "механических свойств кернов горных пород методом скретч-теста"
105, "экономических показателей и графиков электропотребления промышленных предприятий с возможностью сбора"
106, "управляемого наземного аэрозольного генератора для активных воздействий на облака с целью регулирования осадков и борьбы с градобитиями в сельскохозяйственных районах"
107, "воздушный родник"
108, "индукторных электроприводов малой мощности интегрированного исполнения с классом энергоэффективности двигателей ie3"
109, "обеспечивающего выработку персонализированных рекомендаций для составления и подачи исковых"
110, "улучшающих трофику и регенерацию тканей"
111, "сеть базовых станций для беспилотных летательных аппаратов"
112, "поддержания экологического каркаса территорий подверженных опустыниванию"
113, "любой сложности ландшафта и рельефа"
114, "тест-система экспресс-мониторинга патогенного потенциала энтеробактерий"
115, "создание саморасправляющегося сетчатого титанового эндопротеза для эндоскопической герниопластики"
116, "персональный анализатор микрострипов с последовательной актуализацией измерительных каналов"
117, "высокоэффективных ионообменных сорбентов и организация"
118, "средства для наружного применения"
119, "вертикального взлета и посадки"
120, "сыворотке и плазме крови"
121, "persistest"
122, "aerod"
123, "редкоземельные металлы из апатита"
124, "информационные технологии"
125, "приборы и аппаратные комплексы"
126, "современные материалы и технологии"
127, "разработка технологии и производство абразива в полимерной оболочке"
128, "разработка полифункционального модификатора"
129, "разработка бурового алмазного расширителя повышенной износостойкости с использованием технологии вакуумно"
130, "разработка технологии производства биомассы грибного мицелия способом глубинного культивирования"
131, "разработка облачной аналитической платформы"
132, "создания"
133, "разработка алгоритмов и программного обеспечения для определения структуры земли"
134, "разработка программного комплекса для обслуживания конструкций из пкм"
135, "кожи на основе технологии анализа изображений дополненной реальности избирательной мультиспектральной съемки"
136, "разработка робота-компаньона для поддержания естественной коммуникации"
137, "разработка системы мониторинга промышленных объектов и объектов городской инфраструктуры"
138, "разработка технологии повышения качества продукции предприятий пищевой промышленности на основе балансировки нагрузки рабочих центров и интеллектуального контроля отклонений производственных процессов"
139, "разработка программного обеспечения для эвристического самообучения чтению и письму детей"
140, "разработка биотест систем для определения качества дезинфекции закрытых помещений"
141, "разработка портативного устройства для оперативной самостоятельной оценки состояния"
142, "разработка программной системы умного поиска неструктурированной информации о продукции промышленных предприятий"
143, "биотехнологии"
144, "разработка регистратора огибающих электромиограмм для использования в реабилитации нарушенных функций мышц"
145, "внутриквартирные комплексы для выращивания агрокультурных растений с унифицированными посадочными модулями"
146, "система повышения эффективности деятельности работы магазина на основе"
147, "медицина будущего"
148, "землетрясений и повышения точности определения координат очага землетрясения с целью разработки программного обеспечения для оповещения населения"
149, "получаемых от системы видеонаблюдения"
150, "мультифункциональный реагент на основе сополимеров полисахаридов для очистки промышленных стоков с различным уровнем загрязнений"
151, "сервер с технологией дополненной реальности"
152, "катализаторов переработки природных растительных масел в высококачественное биодизельное топливо на основе наноструктурированного карбида молибдена"
153, "поколения для бетонных смесей"
154, "дистанционном зондировании земли"
155, "бетонов и бетонных изделий"
156, "проектирование и производство легкомоторного вертолета"
157, "создание лаборатории для испытаний агрегатов транспортно"
158, "аппаратного комплекса по созданию цифровых многоракурсных фотографий"
159, "создание культуры островковых клеток поджелудочной железы новорожденных кроликов"
160, "облачный сервис сообществ жителей многоквартирных домов с поддержкой современных устройств коммуникации"
161, "совершенствование и оптимизация метода клеточной терапии и клиническое исследование эффективности методики лечения и предупреждения осложнений сахарного диабета"
162, "помощи многоагентной сети мультироторных мбпла с сенсорами газовых утечек и инфракасными камерами"
163, "платформа цифрового образования lebook на базе интерактивных обучающих книг с системой библиотечного хранения и аналитикой интенсивности и результативности обучения"
164, "арт-мост"
165, "диффузионной сварки алмазных зерен"
166, "икран - сверхлегкий разборный одноместный летательный аппарат"
167, "программные обеспечение по поиску минеральных пород"
168, "экранный эффект"
169, "перспективный рекламный носитель"
170, "течение"
171, "соосных несущих винтов"
172, "искусственный камин"
173, "технологических машин"
174, "мобильная установка для борьбы с саранчой и гнусом"
175, "feuerbach"
176, "моналит"
177, "виртуальная примерка картин"
178, "жизненного цикла"
179, "индуктивный датчик скорости газа"
180, "экспресс-анализатор лесных семян"
181, "мотылек"
182, "спортивной медицине"
183, "путешествие"
184, "новгородской земле"
185, "комфортный воздух"
186, "ит кнопка"
187, "типов"
188, "информационные технологии"
189, "приборы и аппаратные комплексы"
190, "современные материалы и технологии"
191, "биотехнологии"
192, "внедрение и разработка инноваций"
193, "разработка комплекса средств профилактики"
194, "разработка технологии производства функциональных продуктов питания с использованием сывороточно"
195, "разработка системы контроля и управления доступом"
196, "разработка био-инфо технологии производства сыров профилактического действия"
197, "разработка электрических контактных элементов"
198, "разработка радиоуправляемого пожарного робота"
199, "разработка и изготовление опытного образца программно"
200, "разработка комплексных активных силовых фильтров"
201, "разработка сервиса проактивной защиты от фишинга"
202, "разработка базовой платформы электрического квадрицикла"
203, "разработка стандарта языка iot-систем для нпа"
204, "разработка и внедрение высокоэффективных каркасов многопролетных зданий"
205, "создания"
206, "медицина будущего"
207, "разработка набора программных модулей для моделирования помехоустойчивых кодов"
208, "исследование и разработка эндопротеза межфалангового сустава на основе комбинированных материалов"
209, "разработка технологии инкубирования икры форели и выращивания малька в модульных установках замкнутого водоснабжения с применением переохлажденной плазмы"
210, "разработка ресурсосберегающих технологий глубокой переработки зерновых культур в функциональные продукты"
211, "разработка прототипа автоматизированного электротехнического комплекса управлением дросселирования газа метаноугольной скважины"
212, "непилотируемых подводных микроаппаратов"
213, "система контроля и управления доступом и учета рабочего"
214, "электротехнические устройства контроля"
215, "генерация кодов для языка промышленных непилотируемых подводных аппаратов"
216, "систему bluetooth"
217, "развитие профилактического направления в отечественном здравоохранении с использованием информационных технологий"
218, "пищевых продуктов и биоотходов"
219, "bluetooth access manager"
220, "аппаратного комплекса для принятия врачебных решений лазерной офтальмохирургии"
221, "тренажер для мозга на основе стимуляции сложноструктурированными оптическими сигналами"
222, "приближенными по динамике к активности здорового головного мозга"
223, "сервис мониторинга цен и торговая платформа для строительных материалов и услуг"
224, "программный комплекс прогнозирования индекса здоровья гидравлических систем и гидравлического оборудования"
225, "создание комплексной системы отпугивания птиц с агроценозов и продовольственных складов c возможностью адаптации"
226, "значимых заболеваний"
227, "сканирования поверхностей береговой линии"
228, "устройство\u200b\u200b sėed для автоматизированного \u200bвыращивания\u200b \u200bкультур\u200b\u200b методом аэропоники\u200b\u200b\u200b \u200bв\u200b \u200bдомашних\u200b \u200bусловиях"
229, "содержащих пробиотические компоненты"
230, "innospine"
231, "кнк"
232, "спф"
233, "полисахаридной фракции"
234, "реактивный двигатель"
235, "расчёт контролллера и эффективности концептуальной модели подводного реактивного"
236, "вызываемых внешними факторами различной этиологии"
237, "концентрата натурального казеина"
238, "бесшумного движителя для нпма"
239, "киберсквоттинга"
240, "эук"
241, "бизнес-оптимизация"
242, "сниженной себестоимостью изготовления"
243, "пациентов с болью в спине на фоне коморбидной патологии"
244, "региональный банк консервации тканей"
245, "цнил угму"
246, "тайпсквоттинга"
247, "фракционировании молочного сырья полисахаридами"
248, "производство экструдированных комбикормов"
249, "климатическим условиям регионов"
250, "скоростного беспилотного летательного аппарата"
251, "инновационная технология лечения и реабилитации"
252, "интернет-мошенничества"
253, "веб-портал"
254, "преобразователей частоты"
255, "рабочим телом на магнитной жидкости"
256, "виртуальная поликлиника"
257, "сельскохозяйственных животных"
258, "поколения"
259, "личный снабженец"
260, "услуга"
261, "рупр"
262, "экология окружающей"
263, "фишинг контроль"
264, "аптэк"
265, "portal"
266, "matlab"
267, "автономный интеллектуальный выключатель"
268, "импортозамещение в автомобильной промышленности"
269, "мобильный персональный компьютер"
270, "утилизация химических"
271, "биосемена"
272, "приборы и аппаратные комплексы"
273, "информационные технологии"
274, "современные материалы и технологии"
275, "разработка мобильной"
276, "разработка и проектирование"
277, "разработка технологии получения сверхчистых металлических порошков для аддитивной технологии"
278, "разработка комплекса программно"
279, "разработка мобильного устройства"
280, "разработка технологии промышленного выращивания гриба flammulina velutipes"
281, "разработка интеллектуального тренажерного комплекса"
282, "разработка логистического интернет центра"
283, "разработка технологии по увеличению выходного напряжения и кпд в униполярном генераторе"
284, "разработка технологии изготовления крупногабаритных тонкостенных композитных изделий и организация производства кемперов"
285, "создания"
286, "разработка инновационных тренажеров для интенсивной реабилитации"
287, "разработка инновационной энергосберегающей технологии и устройства для повышения эффективности изготовления колец подшипников на основе применения вибромеханической стабилизации"
288, "разработка и производство модема для наземного комплекса управления космическими аппаратами"
289, "технологии мониторинга нефтезагрязненных донных отложений водных объектов"
290, "медицина будущего"
291, "разработка сервиса автоматизированного ведения бухгалтерского и управленческого учета"
292, "разработка беспилотного летательного аппарата вертикального взлета и посадки"
293, "разработка функциональной платформы для профессиональной психодиагностики и психологического консультирования"
294, "разработка алгоритмов обработки информации и архитектуры автоматизированной системы управления учреждением дошкольного образования"
295, "разработка системы и методики формирования автоматического анализа результатов работы интерактивного механического реабилитационно"
296, "разработка и выведение на рынок нетоксичного экоклея для древесины и изделий из древесных материалов"
297, "разработка и исследование автоматизированной интеллектуальной системы централизованного управления инструментальным обеспечением машиностроительных производств на основе нейронных сетей"
298, "развивающего комплекса"
299, "биотехнологии"
300, "производство мясных продуктов на основе сырья"
301, "система автоматизации жкх"
302, "устройств под управлением операционной системы android"
303, "финансового менеджмента на основе технологий машинного обучения"
304, "исследование методов автоматического анализа кода приложений"
305, "производства фенола"
306, "помехозащищенная система электроснабжения оборудования по оптическому волокну"
307, "система оценки человеческого капитала"
308, "стойкого оборудования"
309, "самопрезентации врача"
310, "новая технология получения"
311, "оптимизация коммуникативных стратегий самопрезентации специалиста в сети интернет"
312, "воздушного сепаратора мобильного зерноочистительного агрегата для послеуборочной обработки зерна"
313, "комплекс адаптивный самонастраивающийся оптимального заряда"
314, "формирования устойчивых навыков обращения с самоспасателем"
315, "диагностический комплекс для тестирования физиологических возможностей и техники спортсменов"
316, "разработки языка программирования c++"
317, "аппаратных средств для организации телемедицинской службы лечения косоглазия у детей"
318, "аэрощуп"
319, "нейтронный генератор для нейтронных сканеров систем безопасности и нейтронной томографии"
320, "полученного от животных"
321, "итк"
322, "убирающимися в фюзеляж подъемными силовыми установками"
323, "действиях"
324, "создание базы переработки твердых бытовых отходов"
325, "human asset"
326, "электропитания"
327, "ррк"
328, "диагностики ортопедических заболеваний"
329, "правильному дыханию"
330, "потреблявших иммуномодуляторы"
331, "плану ликвидации аварии"
332, "электронный ресурс"
333, "pro-звон"
334, "робототехнические энргосберегающие сервприводы"
335, "twista"
336, "россии"
337, "газоочистное оборудование"
338, "солнечные батареи optimum"
339, "табула росса"
340, "артобионикс"
341, "приборы и аппаратные комплексы"
342, "информационные технологии"
343, "современные материалы и технологии"
344, "разработка конструкции и технологии изготовления досок"
345, "разработка автономного программно"
346, "разработка универсального автоматического"
347, "разработка тест-системы"
348, "разработка браслета-коммуникатора"
349, "создания"
350, "разработка экзоскелетных бионических комплексов"
351, "разработка энергогенерирующего архитектурного решения"
352, "разработка и организация производства гидрогеля медицинского"
353, "разработка инновационной технологии получения износостойких покрытий из α-al2o3"
354, "разработка опытной технологии производства наночастиц алмаза с siv центрами окраски"
355, "разработка набора для диагностики синдрома ломкой"
356, "разработка аддитивного электромагнитного двигателя-генератора"
357, "разработка технологии и гаммы машин для ультразвуковой сварки пакетов металлических изделий и освоение"
358, "разработка мобильного аварийного светодиодного светильника с питанием"
359, "разработка мобильного автономного комплекса для локализации разливов нефтепродуктов"
360, "медицина будущего"
361, "пак для станка с чпу с обратной связью на основе технологии анализа изображения"
362, "биотехнологии"
363, "разработка сорбционных и рекультивационных материалов путем переработки углеродосодержащих отходов методом непрерывного пиролиза"
364, "разработка мобильной установки по первичной переработке зеленой массы борщевика сосновского для получения биотопливного сырья"
365, "разработка эндопротеза тела позвонка с интегрированной телеуправляемой системой гипотермической защиты спинного мозга"
366, "серийного производства"
367, "производства и реализация"
368, "система управления заказами"
369, "основе показателей крови"
370, "квт электрической энергии"
371, "ветеринарного и косметического назначения на основе"
372, "поставщиков услуг"
373, "frax-диагностика"
374, "тепловой энергии"
375, "двигательного аппарата"
376, "роботизированная система управления складом малой и средней площади"
377, "методом плазменного напыления"
378, "myservice - система электронного документооборота для крупных предприятий"
379, "поколения с использованием композиционных материалов"
380, "создание универсальной когенерационной установки мощностью"
381, "легкий газодетектор для беспилотного летательного аппарата"
382, "аппаратного комплекса для выведения птенцов в домашних условиях"
383, "обмена информацией о сроках и объеме офисных и сервисных услуг"
384, "безбиопсийная диагностика наличия и степени выраженности повреждения клеток сердца"
385, "устройства удаления косточек роторного"
386, "удержания облавливаемых косяков рыб в зоне действия орудий лова"
387, "автоматизированная установка полного цикла выращивания растений с возможностью масштабирования и применением облачных технологий"
388, "коулер - аппарат для рентгенографического сканирования качества сварных швов магистральных трубопроводов"
389, "косточковых плодов"
390, "новой линейки тренажеров для укрепления опорно"
391, "портах"
392, "вейкбординг"
393, "береговой черты"
394, "корунда"
395, "спорта"
396, "хромосомы и ассоциированных заболеваний"
397, "авторские разработки в области дизайна и мультимедиа"
398, "космических экспериментов на борту пилотируемых станций"
399, "метод измерения объёмов пешеходных потоков"
400, "притирочный состав для тонкой обработки твердосплавных поверхностей"
401, "пневмон"
402, "кайтсерфинг"
403, "форм товаров народного потребления"
404, "программный комплекс"
405, "активной воды"
406, "внутреннем и зарубежном рынках"
407, "italk - общение слабослышащих"
408, "модели города"
409, "передачу и хранение"
410, "морских буровых платформах"
411, "национальное агенство трудовых историй"
412, "мобильное приложение"
413, "абитуриент рф"
414, "голосом"
415, "автоматизатор"
416, "пневмоакустический манипулятор"
417, "солевым электролитом"
418, "useeband"
419, "композиционные рольставни"
420, "биоконсалтинг"
421, "информационные технологии"
422, "приборы и аппаратные комплексы"
423, "современные материалы и технологии"
424, "разработка и внедрение технологии повышения эффективности"
425, "разработка технологии самоорганизующихся рекуррентных нейронных сетей"
426, "разработка керамонаполненных материалов"
427, "создания"
428, "разработка web service"
429, "разработка широкоформатных стерео"
430, "разработка и изготовление экспериментальных"
