12, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОМКОМПЛЕКС", "ООО ПРОМКОМПЛЕКС", 7701960001, 1127746441602, null, "24.42", "Производство алюминия"
13, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СОВРЕМЕННАЯ ОРТОПЕДИЧЕСКАЯ ПРОДУКЦИЯ", "ООО СОП", 7726296960, 1037739699392, null, "26.60.1", "Производство аппаратов, применяемых в медицинских целях, основанных на использовании рентгеновского, альфа-, бета- и гамма-излучений"
14, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПЛАЗМАТИКА", "ООО ПЛАЗМАТИКА", 7751014070, 5157746139062, null, "26.60.1", "Производство аппаратов, применяемых в медицинских целях, основанных на использовании рентгеновского, альфа-, бета- и гамма-излучений"
15, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ БИОМЕДИКАЛ", "ООО БИОМЕДИКАЛ", 7706030232, 1027700336630, "www.biomedical.ru", "26.60.1", "Производство аппаратов, применяемых в медицинских целях, основанных на использовании рентгеновского, альфа-, бета- и гамма-излучений"
16, "АКЦИОНЕРНОЕ ОБЩЕСТВО ЦЕНТР РЕАБИЛИТАЦИИ НЕСЛЫШАЩИХ ОТОФОН", "АО ЦРН ОТОФОН", 7710227175, 1027739739312, "www.otofon.ru", "26.60.1", "Производство аппаратов, применяемых в медицинских целях, основанных на использовании рентгеновского, альфа-, бета- и гамма-излучений"
17, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ  ПОЛИТЕХМЕД", "ООО  ПОЛИТЕХМЕД", 7706145723, 1027700048420, "sterion-td.ru", "26.60.1", "Производство аппаратов, применяемых в медицинских целях, основанных на использовании рентгеновского, альфа-, бета- и гамма-излучений"
18, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТРАНСКОНТАКТ", "ООО ТРАНСКОНТАКТ", 7719014573, 1027739393065, null, "26.60.1", "Производство аппаратов, применяемых в медицинских целях, основанных на использовании рентгеновского, альфа-, бета- и гамма-излучений"
19, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЭСТЭТЛАБ", "ООО ЭСТЭТЛАБ", 7718544144, 1057746622141, null, "26.60.1", "Производство аппаратов, применяемых в медицинских целях, основанных на использовании рентгеновского, альфа-, бета- и гамма-излучений"
20, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТОМАТЕХ", "ОООСТОМАТЕХ", 7727706465, 1097746797500, null, "26.60.1", "Производство аппаратов, применяемых в медицинских целях, основанных на использовании рентгеновского, альфа-, бета- и гамма-излучений"
21, "АКЦИОНЕРНОЕ ОБЩЕСТВО ТЕХНОЛОГ", "АО ТЕХНОЛОГ", 7711000882, 1027700108270, null, "26.60.1", "Производство аппаратов, применяемых в медицинских целях, основанных на использовании рентгеновского, альфа-, бета- и гамма-излучений"
22, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТЕХМЕД", "ООО ТЕХМЕД", 7728566080, 1057749218075, null, "26.60.1", "Производство аппаратов, применяемых в медицинских целях, основанных на использовании рентгеновского, альфа-, бета- и гамма-излучений"
23, "АКЦИОНЕРНОЕ ОБЩЕСТВО ПРИБОРЫ И ОБОРУДОВАНИЕ ДЛЯ НАУЧНЫХ ИССЛЕДОВАНИЙ", "АО ПОНИ", 7720000840, 1025003521564, "www.poni.ru", "26.60.1", "Производство аппаратов, применяемых в медицинских целях, основанных на использовании рентгеновского, альфа-, бета- и гамма-излучений"
24, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТИЛЬ ЖИЗНИ", "ООО СТИЛЬ ЖИЗНИ", 7728880427, 1147746621945, null, "11.07.2", "Производство безалкогольных напитков ароматизированных и/или с добавлением сахара, кроме минеральных вод"
25, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МОСКОВСКИЕ ВОДЫ", "ООО МОСКОВСКИЕ ВОДЫ", 7726537550, 1067746395936, null, "11.07", "Производство безалкогольных напитков; производство минеральных вод и прочих питьевых вод в бутылках"
26, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТОРГОВЫЙ ДОМ АЛАНСКИЕ ЛЕДНИКИ", "ООО ТД АЛАНСКИЕ ЛЕДНИКИ", 7704399056, 1177746270767, "77vipvoda.ru", "11.07", "Производство безалкогольных напитков; производство минеральных вод и прочих питьевых вод в бутылках"
27, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ РОДНИК", "ООО РОДНИК", 7716759867, 5137746087727, null, "11.07", "Производство безалкогольных напитков; производство минеральных вод и прочих питьевых вод в бутылках"
28, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТАЛЬСКИЙ ЗАВОД", "ООО ТАЛЬСКИЙ ЗАВОД", 7726747476, 1147746547057, "topvklad.ru", "11.07", "Производство безалкогольных напитков; производство минеральных вод и прочих питьевых вод в бутылках"
29, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КИРЕЕВ", "ООО КИРЕЕВ", 7726650795, 1107746265593, null, "32.13", "Производство бижутерии и подобных товаров"
30, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МАСТЕРСКАЯ КАВИДА", "ООО МАСТЕРСКАЯ КАВИДА", 7724602034, 1067761344441, null, "32.13", "Производство бижутерии и подобных товаров"
31, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ БЬЮТИРИН", "ООО БЬЮТИРИН", 7722350984, 5157746207702, null, "10.89.8", "Производство биологически активных добавок к пище"
32, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ДОРПОЛИМЕР", "ООО ДОРПОЛИМЕР", 7743804484, 5107746058305, "dorpolimer.ru", "23.99.3", "Производство битуминозных смесей на основе природного асфальта или битума, нефтяного битума, минеральных смол или их пеков"
33, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОМПАНИЯ РЮРИК 21 ВЕК", "ООО КОМПАНИЯ РЮРИК 21 ВЕК", 7726716654, 1137746198501, null, "25.99.21", "Производство бронированных или армированных сейфов, несгораемых шкафов и дверей"
34, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ АЛЬЯНС-МАРКЕТ", "ООО АЛЬЯНС-МАРКЕТ", 7715824760, 1107746653563, "flufsan.ru", "17.22", "Производство бумажных изделий хозяйственно-бытового и санитарно-гигиенического назначения"
35, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРИНТ ЭНД ПЭК", "ООО ПРИНТ ЭНД ПЭК", 7719405714, 1157746187202, null, "17.22", "Производство бумажных изделий хозяйственно-бытового и санитарно-гигиенического назначения"
36, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПА-ПИНО", "ООО ПА-ПИНО", 7711089545, 1037739521489, "pa-pino.ru", "17.22", "Производство бумажных изделий хозяйственно-бытового и санитарно-гигиенического назначения"
37, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОМПАНИЯ РУСМЕДЭКО", "ОООКОМПАНИЯ РУСМЕДЭКО", 7705694270, 1057748769363, null, "17.22", "Производство бумажных изделий хозяйственно-бытового и санитарно-гигиенического назначения"
38, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ФОРВАРД", "ООО ФОРВАРД", 7713443470, 1177746554391, null, "17.23", "Производство бумажных канцелярских принадлежностей"
39, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ НОРГИС ПРЕСС", "ООО НОРГИС ПРЕСС", 7706214737, 1027739821647, "planova.ru", "17.23", "Производство бумажных канцелярских принадлежностей"
40, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ АЛЬТЕКНОЛОДЖИС", "ООО АЛЬТЕКНОЛОДЖИС", 7724834476, 1127746395150, null, "26.40", "Производство бытовой электроники"
41, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ДЕКСИ", "ООО ДЕКСИ", 7703765711, 1127746239664, "decsy-asuno.ru", "27.51", "Производство бытовых электрических приборов"
42, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЕЛЕНА ПОПОВА", "ООО ЕЛЕНА ПОПОВА", 7709916886, 1127747167503, "www.e-popova.ru", "14.13.22", "Производство верхней одежды из текстильных материалов, кроме трикотажных или вязаных, женщин или девочек"
43, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОМЫШЛЕННО-ТОРГОВАЯ КОМПАНИЯ  ДА ТАН", "ООО ПТК ДА ТАН", 7722598689, 1067761776587, null, "14.3", "Производство вязаных и трикотажных изделий одежды"
44, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТРАП", "ООО ТРАП", 7718103559, 1027739203755, null, "14.31", "Производство вязаных и трикотажных чулочно-носочных изделий"
45, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТОРГОВО-ПРОМЫШЛЕННОЕ ОБЪЕДИНЕНИЕ ВЕСТА", "ООО ТПО ВЕСТА", 7716244152, 1157746209191, null, "14.31", "Производство вязаных и трикотажных чулочно-носочных изделий"
46, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ НАУЧНО-ПРОИЗВОДСТВЕННАЯ ФИРМАОЗОНОВЫЕ ТЕХНОЛОГИИ", "ОООНПФОЗОНОВЫЕ ТЕХНОЛОГИИ", 7726288335, 1027700132360, "www.aquamama.ru", "28.29.1", "Производство газогенераторов, аппаратов для дистилляции и фильтрования"
47, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ НЕФТЬХИМТЕХ", "ООО НЕФТЬХИМТЕХ", 7701277846, 1037739770474, null, "28.29.1", "Производство газогенераторов, аппаратов для дистилляции и фильтрования"
48, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТЭКОМАШ", "ООО ТЭКОМАШ", 7733820222, 1127747084332, null, "28.29.1", "Производство газогенераторов, аппаратов для дистилляции и фильтрования"
49, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ РУССКИЙ БАРЬЕР", "ООО РУССКИЙ БАРЬЕР", 7716763327, 5137746232366, null, "28.29.1", "Производство газогенераторов, аппаратов для дистилляции и фильтрования"
50, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОНСТРУКТОРСКОЕ БЮРО ГИДРОИНЖИНИРИНГ", "ООО КБ ГИДРОИНЖИНИРИНГ", 7713449232, 5177746279740, null, "28.12", "Производство гидравлического и пневматического силового оборудования"
51, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ РЭЙНБОУ-СЕРВИС", "ООО РЭЙНБОУ-СЕРВИС", 7702296087, 1027739142200, "rainbow1.ru", "28.12", "Производство гидравлического и пневматического силового оборудования"
52, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ШАТУРСКИЙ НАСОСНЫЙ ЗАВОД", "ООО ШНЗ", 7728792393, 1117746990382, "nasoszavod.ru", "28.12", "Производство гидравлического и пневматического силового оборудования"
53, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ВОДНЫЕ ТЕХНОЛОГИИ АТОМЭНЕРГОПРОМА", "ООО АТОМВОДРЕСУРС", 7727631548, 1077762345022, "runtech.ru", "28.12", "Производство гидравлического и пневматического силового оборудования"
54, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ РЕМСТРОЙ", "ООО РЕМСТРОЙ", 7704307464, 1157746163882, null, "23.62", "Производство гипсовых изделий для использования в строительстве"
55, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ДИЛАНА", "ООО ДИЛАНА", 7725281834, 1157746674690, null, "14.19.4", "Производство головных уборов"
56, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПОЛ И ЯКОВ ФУР СТУДИО", "ООО ПОЛ И ЯКОВ ФУР СТУДИО", 7705799201, 1077757627518, null, "14.19.4", "Производство головных уборов"
57, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИНКОРМ", "ООО ИНКОРМ", 7710903955, 5117746035006, "www.inkorm.com", "10.91.1", "Производство готовых кормов (смешанных и несмешанных),, кроме муки и гранул из люцерны, для животных, содержащихся на фермах"
58, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СИБКО", "ООО СИБКО", 7719722128, 1097746224795, null, "10.9", "Производство готовых кормов для животных"
59, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЛЕОВИТ НУТРИО", "ООО ЛЕОВИТ НУТРИО", 7713204095, 1027700558665, "www.leovit.ru", "10.85", "Производство готовых пищевых продуктов и блюд"
60, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТРИАНГЛ ФУД", "ООО ТРИАНГЛ ФУД", 7736655104, 1137746080438, null, "10.85", "Производство готовых пищевых продуктов и блюд"
61, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ  НОВЫЙ ПРОЕКТ", "ООО НОВЫЙ ПРОЕКТ", 7733227679, 1157746267997, "novyjproekt.ru", "10.85", "Производство готовых пищевых продуктов и блюд"
62, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОРОНА-ФУД", "ООО КОРОНА-ФУД", 7707759733, 1117746790831, "mr-food.ru", "10.85", "Производство готовых пищевых продуктов и блюд"
63, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ДЕЛЬТА ПЛЮС", "ООО ДЕЛЬТА ПЛЮС", 7743202923, 1177746350902, null, "13.92", "Производство готовых текстильных изделий, кроме одежды"
64, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЮЛИКОТЕКСТИЛЬ", "ООО ЮЛИКОТЕКСТИЛЬ", 7743814186, 1117746265867, null, "13.92", "Производство готовых текстильных изделий, кроме одежды"
65, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЛИДЖЕНС ГРУПП", "ООО ЛИДЖЕНС ГРУПП", 7743897136, 1137746717052, null, "13.92", "Производство готовых текстильных изделий, кроме одежды"
66, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КРЕАТИВНЫЕ РЕШЕНИЯ", "ООО КРЕАТИВНЫЕ РЕШЕНИЯ", 7725331732, 1167746868651, null, "13.92", "Производство готовых текстильных изделий, кроме одежды"
67, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ДЕКАРТ", "ООО «ДЕКАРТ»", 7725494617, 1187746589590, null, "13.92", "Производство готовых текстильных изделий, кроме одежды"
68, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИНТЕРТЕХНОТЕК", "ООО ИНТЕРТЕХНОТЕК", 7724230876, 1027700304257, null, "13.92", "Производство готовых текстильных изделий, кроме одежды"
69, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ АВЕКС", "ООО АВЕКС", 7726630750, 1097746329735, null, "13.92", "Производство готовых текстильных изделий, кроме одежды"
70, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТКАНОЕ ОБЛАКО", "ООО ТКАНОЕ ОБЛАКО", 7705712730, 1067746215932, null, "13.92", "Производство готовых текстильных изделий, кроме одежды"
71, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ АРТЕМИЙ", "ООО АРТЕМИЙ", 7715682971, 1087746043681, null, "13.92", "Производство готовых текстильных изделий, кроме одежды"
72, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ДЖУЛИЯ ЛУККЕ", "ООО ДЛ", 7730528766, 1057748030834, null, "13.92", "Производство готовых текстильных изделий, кроме одежды"
73, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ  ОРТ-ФАРМ РЕАБИЛИТАЦИЯ ", "ООО  ОРТ-ФАРМ РЕАБИЛИТАЦИЯ ", 7729651250, 1107746171312, null, "13.92", "Производство готовых текстильных изделий, кроме одежды"
74, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ДЕКОР БЮРО", "ООО ДЕКОР БЮРО", 7704653591, 5077746991735, null, "13.92", "Производство готовых текстильных изделий, кроме одежды"
75, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ БИТЕКС", "ООО БИТЕКС", 7726715410, 1137746153390, null, "13.92", "Производство готовых текстильных изделий, кроме одежды"
76, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ АЛКИОНИКА", "ООО АЛКИОНИКА", 7704433638, 1177746679660, null, "13.92", "Производство готовых текстильных изделий, кроме одежды"
77, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЛУИ", "ООО ЛУИ", 7715727407, 5087746486856, "luitextil.ru", "13.92", "Производство готовых текстильных изделий, кроме одежды"
78, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОМПАНИЯ АСПАК", "ООО КОМПАНИЯ АСПАК", 7726642890, 1097746805111, null, "17.21", "Производство гофрированной бумаги и картона, бумажной и картонной тары"
79, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ФЛИМАН", "ООО ФЛИМАН", 7751080250, 5177746000471, null, "17.21", "Производство гофрированной бумаги и картона, бумажной и картонной тары"
80, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЭКОПАК", "ООО ЭКОПАК", 7705352808, 1157746033466, "agro-luxe.ru", "17.21", "Производство гофрированной бумаги и картона, бумажной и картонной тары"
81, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ОРБИС", "ООО ОРБИС", 7702788610, 1127746341690, null, "17.21", "Производство гофрированной бумаги и картона, бумажной и картонной тары"
82, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ВИПАК", "ООО ВИПАК", 7701384686, 1147746047404, null, "17.21", "Производство гофрированной бумаги и картона, бумажной и картонной тары"
83, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОИЗВОДСТВЕННАЯ ОРГАНИЗАЦИЯ КАРТОННО-ТАРНЫЙ КОМБИНАТ", "ООО ПО КАРТОННО-ТАРНЫЙ КОМБИНАТ", 7718794592, 1107746083114, null, "17.21", "Производство гофрированной бумаги и картона, бумажной и картонной тары"
84, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ БАЙСТ", "ООО БАЙСТ", 7701231190, 1037739782630, "www.baist.ru", "17.21", "Производство гофрированной бумаги и картона, бумажной и картонной тары"
85, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ДАНКС", "ООО ДАНКС", 7715931089, 1127746611046, null, "29.10.4", "Производство грузовых автомобилей"
86, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ НАРДИ-ВОСТОК", "ООО НАРДИ-ВОСТОК", 7723706305, 1097746069740, "nardi-vostok.ru", "28.49.12", "Производство деревообрабатывающих станков"
87, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЕВРО-ТАРА", "ООО ЕВРО-ТАРА", 7724561268, 1057749114224, "www.euro-tara.ru", "16.24", "Производство деревянной тары"
88, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОФПАЛЛЕТ", "ООО ПРОФПАЛЛЕТ", 7718863790, 1117746834920, null, "16.24", "Производство деревянной тары"
89, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ АРТЛЮКС", "ООО АРТЛЮКС", 7710537674, 1047796256452, null, "16.29.14", "Производство деревянных рам для картин, фотографий, зеркал или аналогичных предметов и прочих изделий из дерева"
90, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ХУДОЖЕСТВЕННО - ПРОИЗВОДСТВЕННАЯ ФИРМА БАГЕТ", "ООО ХПФ БАГЕТ", 7726057232, 1027700111450, "http://www.ooo-baget.ru/", "16.29.14", "Производство деревянных рам для картин, фотографий, зеркал или аналогичных предметов и прочих изделий из дерева"
91, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ДИВАРТ ДЕКОР", "ООО ДИВАРТ ДЕКОР", 7702409848, 5167746393667, null, "16.29.14", "Производство деревянных рам для картин, фотографий, зеркал или аналогичных предметов и прочих изделий из дерева"
92, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МАСТЕР", "ООО МАСТЕР", 7704831131, 1137746258022, null, "16.29.14", "Производство деревянных рам для картин, фотографий, зеркал или аналогичных предметов и прочих изделий из дерева"
93, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МОСТОК Б2", "ООО МОСТОК Б2", 7710499362, 1157746638983, null, "16.29.14", "Производство деревянных рам для картин, фотографий, зеркал или аналогичных предметов и прочих изделий из дерева"
94, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНО-ИНВЕСТИЦИОННОЕ ПРЕДПРИЯТИЕ БИЛДИНГ", "ООО СИП БИЛДИНГ", 7725082042, 1027739824078, "woodwindows.ru", "16.23.1", "Производство деревянных строительных конструкций и столярных изделий"
95, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТАЙМЛОГИСТИК", "ООО ТАЙМЛОГИСТИК", 7751078846, 1177746994512, null, "16.23.1", "Производство деревянных строительных конструкций и столярных изделий"
96, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ДЕКОН", "ООО ДЕКОН", 7743591839, 1067746490624, "decon.ru", "16.23.1", "Производство деревянных строительных конструкций и столярных изделий"
97, "ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПАРКЕТМАСТЕР", "ООО ПАРКЕТМАСТЕР", 7724330849, 1157746773678, null, "16.23.1", "Производство деревянных строительных конструкций и столярных изделий"
