59, "формирования и вулканизации покрышек"
60, "алмазы природные необработанные"
61, "алмазы технические обработанные"
62, "авиационные моторные масла"
63, "измельчения шин"
64, "качестве поглотителя"
65, "измельчения пластмасс"
66, "алкидные смолы в первичных формах"
67, "алюминий необработанный"
68, "алюминиевая фольга"
69, "алюминий вторичный"
70, "абразивы природные"
71, "автотранспортные двери"
72, "авиационный бензин"
73, "автомобильный бензин"
74, "автоклавы вулканизационные"
75, "автоклавы химические"
76, "азотные соединения"
77, "азотные удобрения"
78, "автобусные шасси"
79, "автобусы рельсовые"
80, "полуфабрикаты из алюминиевых сплавов"
81, "качестве лекарственного средства"
82, "автолестницы и автоподъемники пожарные"
83, "азиды карбоновых кислот"
84, "сырье для производства лекарственных средств"
85, "предназначенные для использования в условиях бездорожья"
86, "автотранспортные двигатели внутреннего сгорания"
87, "автоматизированные системы расчетов объема оказанных услуг связи"
88, "проволока"
89, "профили"
90, "катанка"
91, "прутки"
92, "полосы"
93, "ленты"
94, "листы"
95, "алкалоиды растительного происхождения"
96, "розничной продажи"
97, "газов"
98, "трубы"
99, "измерительные приборы"
100, "тканей"
101, "резиноасбеста и латекса"
102, "абака"
103, "манильская пенька"
104, "альбумин молочный"
105, "вместимостью"
106, "фитинги"
107, "холодильников"
108, "альбомы и папки с бумагой"
109, "сеть розничных азс"
110, "абрикосы сушеные"
111, "курага"
112, "агломераты оксидов никеля"
113, "аккумуляторный кристаллический графит"
114, "активные и неактивные дрожжи"
115, "алкогольные дистиллированные напитки"
116, "металлокорда"
117, "сплавы"
118, "лигнит"
119, "каучука"
120, "абразивное зерно"
121, "агломерат железорудный"
122, "аквариумные рыбки"
123, "аккумуляторы электрические"
124, "аксессуары для кукол"
125, "аллиловый спирт"
126, "алоэ древовидное"
127, "олефины"
128, "концентраты"
129, "автобетоновозы"
130, "автобетононасосы"
131, "автобитумовозы"
132, "автогудронаторы"
133, "автозоловозы"
134, "автокраны"
135, "автолесовозы"
136, "автомотрисы"
137, "автопогрузчики"
138, "авторегуляторы"
139, "авторучки"
140, "автосамосвалы"
141, "автоцементовозы"
142, "антрацит"
143, "доломит"
144, "алебастр"
145, "аллергены"
146, "алуниты"
147, "алюминаты"
148, "ажгон"
149, "азалия"
150, "азоксисоединения"
151, "айран"
152, "акация"
153, "акселерометры"
154, "аппараты контрольно"
155, "аппараты космические"
156, "аппараты рентгеновские"
157, "аппараты факсимильные"
158, "аппараты пищеварочные"
159, "аппараты рентгеноскопические"
160, "аппараты летательные"
161, "аппараты выпарные"
162, "аппараты дифракционные"
163, "аппараты доильные"
164, "аппараты магнитотерапии"
165, "аппараты рентгенографические"
166, "аппараты светолечения"
167, "аппараты слуховые"
168, "аппараты сцинтиграфические"
169, "аппараты термокопировальные"
170, "аппараты лазерной терапии"
171, "аппараты микроволновой терапии"
172, "аппараты ультразвуковой терапии"
173, "аппараты колонные химические"
174, "аппараты сушильные химические"
175, "аппараты теплообменные химические"
176, "аппараты для использования в стоматологии"
177, "аппараты телефонные проводные"
178, "аппараты фотокопировальные контактного"
179, "аппараты дыхательные автономные"
180, "аппараты дыхательные реанимационные"
181, "аппараты для ингаляционного наркоза"
182, "аппараты пылеулавливающие мокрые"
183, "аппараты ультразвукового сканирования"
184, "аппараты центробежного действия"
185, "аппаратура контрольно"
186, "аппаратура для записи"
187, "аппараты высокочастотной и низкочастотной терапии"
188, "аппаратура приемная"
189, "аппаратура стерилизационная"
190, "аппаратура распределительная"
191, "аппаратура видеосвязи"
192, "аппаратура для караоке"
193, "аппаратура для телекоммуникаций"
194, "аппаратура для фотолабораторий"
195, "аппаратура киносъемочная"
196, "аппаратура радиолокационная"
197, "аппараты верхних и нижних конечностей"
198, "аппаратура для диагностики плазмы"
199, "аппаратура емкостная химическая"
200, "аппаратура теплообменная химическая"
201, "аппаратура для балансировки вращающихся"
202, "аппаратура коммуникационная передающая"
203, "аппараты и машины для поверхностной термообработки и газотермического напыления"
204, "аппаратура записи и воспроизведения изображения"
205, "аппаратура для измерения колебательной мощности"
206, "аппаратура для измерения механических сопротивлений"
207, "готовые препараты"
208, "аппаратура повременного учета продолжительности соединения"
209, "амперметры лабораторные аналоговые"
210, "амперметры щитовые аналоговые"
211, "аналоговые амперметры лабораторные"
212, "аналоговые амперметры щитовые"
213, "аппаратура радионавигационная для работы в системах спутниковой навигации gps"
214, "антианемические препараты"
215, "антигистаминные препараты"
216, "амперметры самопишущие"
217, "амперметры цифровые"
218, "антибиотики готовые для использования"
219, "анализаторы аэрозолей"
220, "антибактериальные препараты для системного лечения"
221, "анализаторы газа"
222, "анализаторы дыма"
223, "анализаторы жидкостей"
224, "антикоррозионные средства синтетические"
225, "антикоррозионные средства нефтяные"
226, "применяемые в медицинских целях"
227, "аналоговые ваттметры и варметры"
228, "сырье для производства лекарственных средств"
229, "терапевтических целях в медицине и ветеринарии"
230, "применяемая в медицинских целях"
231, "глонасс"
232, "применяемые в медицине и ветеринарии"
233, "антикоррозионные масла минеральные"
234, "антибиотики кормовые"
235, "антрацит неагломерированный"
236, "материалы с массовой долей нефтяных фракций"
237, "аминоальдегидные смолы в первичных формах"
238, "аминоформальдегидные смолы в первичных формах"
239, "сырье химической промышленности"
240, "воспроизведения звука и изображения"
241, "антраценовые масла"
242, "ангидрид малеиновый"
243, "ангидрид фталевый"
244, "антифризы отработанные"
245, "амальгамы драгоценных металлов"
246, "космические и соответствующее оборудование"
247, "аналоги масло-какао"
248, "апельсиновое масло эфирное"
249, "перегонке сырой нефти"
250, "галилео"
251, "сигнальная для автоматической защиты агрегатов от опасных вибраций"
252, "изделия кожаные"
253, "основанная на использовании альфа"
254, "штормовки"
255, "бета"
256, "гамма-излучений"
257, "основанные на действии рентгеновского излучения"
258, "радиотелеграфной связи бытовая"
259, "ветровки"
260, "твердых и сыпучих веществ"
261, "встроенной оптической системой"
262, "амиды"
263, "беспроводных сетей"
264, "лизина и глутаминовой кислоты"
265, "аминосоединения"
266, "аноды медные для электролитического рафинирования"
267, "подшипниках"
268, "андезиты"
269, "анатоксины"
270, "алюмофосфаты натрия природные"
271, "качестве пищевых добавок"
272, "амиловый спирт"
273, "пентанол"
274, "амортизаторы формовые резиновые"
275, "литейный и электроугольный"
276, "ангидриды карбоновых кислот"
277, "строительный камень"
278, "антенны и отражатели антенные"
279, "антисептики медицинского назначения"
280, "анораки"
281, "флуороскопические"
282, "спутники"
283, "анальгетики"
284, "ангиопротекторы"
285, "анестетики"
286, "антикоагулянты"
287, "ампулы из стекла"
288, "ангобы для керамики"
289, "андезитовая мука"
290, "антиперспиранты для тела"
291, "апатитовый концентрат"
292, "автоответчиком"
293, "амбра"
294, "арматура фонтанная"
295, "арматура крепежная"
296, "арматура кабельная"
297, "арматура осветительная"
298, "арматура тормозная"
299, "баки вместимостью"
300, "арматура электроизоляционная из пластмасс"
301, "асбестоцементные изделия"
302, "изделия из недрагоценных металлов"
303, "балычные изделия"
304, "ацетилсалициловая кислота"
305, "бачки смывные для унитазов из металлов"
306, "аскорбиновая кислота"
307, "бачки смывные для унитазов полимерные"
308, "арматура изолирующая для электрических машин и оборудования"
309, "бачки смывные для унитазов керамические"
310, "батареи аккумуляторные никель"
311, "емкости пластмассовые вместимостью"
312, "барабаны и катушки деревянные"
313, "арматура изолирующая для электроаппаратуры и приборов из керамики"
314, "сырье для производства лекарственных средств"
315, "строительные изделия из природного камня"
316, "банки консервные металлические вместимостью"
317, "батареи солнечные"
318, "бахилы полимерные"
319, "баки эбонитовые"
320, "барабаны корообдирочные"
321, "ароматические моноамины"
322, "ароматические углеводороды"
323, "мучные кондитерские изделия"
324, "батареи первичных элементов"
325, "литий"
326, "таблеток"
327, "применяемые в медицинских целях"
328, "готовых форм для употребления"
329, "баллоны металлические"
330, "аппараты электродиагностические"
331, "животными"
332, "балконные двери деревянные"
333, "базилик для производства пряностей"
334, "барабаны сушильные для химической промышленности"
335, "фермы и балки деревянные"
336, "балки железобетонные"
337, "бахчевые культуры кормовые"
338, "арбузы кормовые"
339, "ароматические кислоты"
340, "батареи центрального отопления с неэлектрическим нагревом металлические"
341, "никель-металл-гидридные"
342, "асфальтовые строительные мастики"
343, "аппараты электромеханические ленточношлифовальные и углошлифовальные"
344, "бариевый флюс - сырье магния"
345, "баранина парная"
346, "теплотехнического оборудования"
347, "баранина соленая"
348, "ациклические моноамины"
349, "аэродромные железобетонные плиты специальные"
350, "сублимационной сушки"
351, "армированные двери"
352, "бараны дикие"
353, "бактериофаги для ветеринарии"
354, "банки стеклянные"
355, "бандажи медицинские"
356, "базилик огородный"
357, "бахилы текстильные"
358, "спирты терпеновые и углеводороды"
359, "подвергнутые химической модификации"
360, "асбестовые волокна обработанные"
361, "архитектурные керамические украшения"
362, "бандажи для подвижного состава"
363, "асбестовые доски электрические дугостойкие"
364, "ацетаты целлюлозы в первичных формах"
365, "бараны-производители чистопородные племенные живые"
366, "охлажденная"
367, "производстве пищевых продуктов"
368, "препаратами"
369, "физические носители с музыкальными записями"
370, "базовые станции и ретрансляторы сетей мобильной связи и радиодоступа"
371, "короба прямоугольного сечения и муфты"
372, "фотографий"
373, "бета"
374, "сушеная"
375, "полиамины"
376, "гамма-излучений"
377, "хирургию"
378, "книги с картами печатные"
379, "напитков и табачных изделий"
380, "подключаемое к компьютеру"
381, "фракции нерафинированные"
382, "домашних и диких овец и баранов"
383, "ручные станки"
384, "основанные на использовании альфа"
385, "багет для изготовления рам для картин"
386, "орех земляной"
387, "нелущеный"
388, "оборудование"
389, "аэрозольные анализаторы твердых и сыпучих веществ"
390, "балластные элементы для газоразрядных ламп"
391, "трубок"
392, "зеркал"
393, "ленты"
394, "готовые на физических носителях"
395, "ацэид"
396, "сжиженных газов"
397, "нефтяных и газовых скважин"
398, "баранки"
399, "комбинации"
400, "сети передачи"
401, "электронной форме"
402, "арахисовое масло"
403, "акустическими материалами"
404, "базы"
405, "атласы"
406, "аудиодиски"
407, "ароматизаторы"
408, "рассоле"
409, "полуцилиндры"
410, "стоматологию и ветеринарию"
411, "арки"
412, "коробки"
413, "аптечки для оказания"
414, "помощи"
415, "аспираторы и сортирующие устройства"
416, "асфальтиты и породы асфальтные"
417, "асфальтобетонные дорожные смеси"
418, "ацетали и полуацетали"
419, "производные"
420, "бабочки"
421, "жуки"
422, "насекомые"
423, "балансы"
424, "лесоматериалы круглые"
425, "балата"
426, "природные смолы"
427, "бальзамы"
428, "напитки алкогольные"
429, "батат"
430, "картофель сладкий"
431, "беговые дорожки"
432, "тренажеры"
433, "банкоматы"
434, "предметов"
435, "упрочненные"
436, "трубы"
437, "музыкальные инструменты"
438, "рыбопродукты"
439, "аптечная ромашка"
440, "арагонит исландский"
441, "аргон газообразный"
442, "соусированный табак"
443, "асбест необработанный"
444, "ацетиленовые генераторы"
445, "аэростаты и дирижабли"
446, "банные халаты"
447, "баритовые концентраты"
448, "баритсодержащие полиметаллические"
449, "аудиозаписи"
450, "детали"
451, "блоки дверные"
452, "блоки огнеупорные"
453, "блоки керамические"
454, "блоки полиспастные"
455, "блоки силикатные"
456, "блоки железобетонные для фундаментов"
457, "блоки коммуникаций железобетонные"
458, "блоки стеновые железобетонные"
459, "блоки из прессованной древесины"
460, "блоки оперативной памяти"
461, "блоки стеклянные пустотелые"
462, "блоки питания вычислительных машин"
463, "блоки водопроводные из труб металлических"
464, "блоки для изготовления курительных трубок"
465, "блоки из натуральной агломерированной пробки"
466, "блоки фильтровальные из бумажной массы"
467, "блоки из природного камня для производства облицовочных изделий"
468, "бондарные деревянные изделия"
469, "бобины деревянные"
470, "пороги для дверей деревянные"
471, "бильярдные изделия и принадлежности"
472, "изделия из растительных волокон"
473, "концентраты природные"
474, "брикеты торфяные"
475, "брикеты угольные"
476, "изделия сборные строительные для зданий и сооружений из искусственного камня"
477, "пороги для дверей металлические"
478, "пороги для дверей пластмассовые"
479, "бобины из бумаги и картона"
480, "принадлежности вычислительных машин"
481, "брикеты топливные из отходов деревопереработки"
482, "бочки из черных металлов"
483, "кислота бромисто"
484, "белье туалетное"
485, "бобы кормовые сушеные"
486, "битумы природные"
487, "белье постельное"
488, "бензойная кислота"
489, "бораты"
490, "бобины из полимеров"
491, "брикеты железорудные металлизованные"
492, "белье нательное"
493, "бобы соевые"
494, "бордюрные камни и плиты из природного камня"
495, "бочки и бочонки деревянные и бочковые комплекты"
496, "самоходные бронированные машины"
497, "боевые военные машины"
498, "беспозвоночные водные живые"
499, "беспозвоночные водные мороженые"
500, "кассовые аппараты и машины"
501, "битумные строительные мастики"
502, "борная кислота природная"
503, "болты и винты из металлов"
504, "блестки из недрагоценных металлов"
505, "древесных отходов"
506, "оружие и боеприпасы"
507, "белковые продукты из животных тканей"
508, "товарный бетон"
509, "блюда готовые"
510, "бикарбонат натрия"
511, "водородкарбонат натрия"
512, "документов из бумаги"
513, "битумы нефтяные"
514, "бетонные плиты"
515, "битум нефтяной"
516, "бобры дикие"
517, "бензин автомобильный"
518, "белок кормовой"
519, "белок яичный"
520, "бритвы электрические"
521, "бензин авиационный"
522, "бревна расщепленные"
523, "бетоны огнеупорные"
524, "синтетические органические продукты"
525, "бриджи и шорты тканевые"
526, "ботинки для лыж и коньков"
527, "ботинки для туристов и альпинистов"
528, "бобры клеточного разведения"
529, "боеприпасы для ведения боевых действий"
530, "блюда обеденные мясосодержащие консервированные"
531, "соленые"
532, "соломы"
533, "моллюсков"
534, "входа"
535, "агломерированных с минеральными связующими веществами"
536, "салфетки"
537, "ткани жесткие пропитанные для каркасов шляп"
538, "проезда"
539, "полотенца"
540, "ракеты"
541, "качестве оптических отбеливателей"
542, "бромид водорода"
543, "готовый для заливки"
544, "охлажденные"
545, "блейзеры и пиджаки кожаные"
546, "отводки"
547, "замки"
548, "электронных плат"
549, "расфасованные для розничной продажи"
550, "литого стекла для мощения"
551, "ключи электромагнитные"
552, "активные добавки к пище"
553, "бады"
554, "безалкогольные напитки"
555, "безалкогольного пива"
556, "тампонажные портландцементы"
557, "бериллий необработанный"
558, "первичных формах"
559, "болванки шляпные и колпаки фетровые"
560, "бланки билетов"
561, "водных беспозвоночных"
562, "бинты медицинские"
563, "детали"
564, "перчатки"
565, "бортовка"
566, "пород"
567, "бензол каменноугольный"
568, "ленты"
569, "ремешки"
570, "рассоле"
571, "белофоры"
572, "емкости"
573, "некальцинированные"
574, "панели"
575, "сеть розничных азс"
576, "бекмес"
577, "виноградный мед"
578, "белкозин"
579, "оболочка колбас"
580, "бензомоторные пилы и бензосучкорезки"
581, "бентониты"
582, "глины бентонитовые"
583, "бергамотное масло эфирное"
584, "бидоны алюминиевые вместимостью"
585, "битуминозные сланцы и песчаники"
586, "битуминозный доломит и известняк"
587, "блузки"
588, "рубашки и батники"
589, "больничные лифты специальные"
590, "бородки"
591, "пробойники и просечки"
592, "ботва свекольная"
593, "древесина необработанная"
594, "браслеты"
595, "топленые"
596, "копченые"
597, "бомбы"
598, "английского боба"
599, "бекон соленый"
600, "белки сывороточные"
601, "белый шоколад"
602, "бельтинг из резины"
603, "бетоносмесители и растворосмесители"
604, "блинная мука"
605, "блокировочные устройства"
606, "блокообрабатывающие агрегаты"
607, "блочный полистирол"
608, "бобовые овощи"
609, "теллур"
610, "бортшайбы"
611, "бижутерия"
612, "подъемные"
613, "бекеши"
614, "черная"
615, "белладонна"
616, "бензоилхлорид"
617, "береста"
618, "бумага копировальная"
619, "самокопировальная бумага"
620, "бумага переводная"
621, "бумага оберточная"
622, "бумага писчая"
623, "бумага для письма"
624, "бумага клейкая"
625, "бумага пачечная"
626, "бумага гербовая"
627, "бумага жиронепроницаемая"
628, "бумага мелорельефная"
629, "бумага наждачная"
630, "бумага немелованная"
631, "бумага типографическая"
632, "бумага туалетная"
633, "бумага упаковочная"
634, "бумага электроизоляционная"
635, "бумага этикеточная"
636, "бумага и картон тисненые"
637, "бумага и картон многослойные"
638, "бумага и картон крепированные"
639, "переводная бумага в рулонах"
640, "бумага фильтровальная нарезанная"
641, "бумага папиросная листовая"
642, "бумага прозрачная для окон"
643, "бумага глазированная прозрачная"
644, "бумага сульфитная оберточная"
645, "бумага для спичечных коробок"
646, "бумага для аппаратов и приборов"
647, "бумага для гофрирования из полуцеллюлозы"
648, "бумага и картон для графических целей"
649, "бумага и картон фильтровальные нарезанные"
650, "бумага и картон ручного отлива"
651, "бумага папиросная в рулонах шириной"
652, "бумага газетная в рулонах и листах"
653, "бумага и картон обработанные в рулонах и листах"
654, "бумага гофрированная тарная в рулонах"
655, "бумага папиросная в форме книжечек"
656, "бумага-основа для копировальной бумаги"
657, "бумага и картон перфорированные для канцелярских целей"
658, "бумага техническая различного назначения"
659, "бумага-основа обоев и облицовочных материалов"
660, "бумага для изготовления гигиенических и косметических салфеток"
661, "бумажные пакеты"
662, "бумажные отходы"
663, "бумажные полотенца"
664, "бумажные салфетки"
665, "бумажные тампоны"
666, "бумажные файлы"
667, "бумажная основа и картон"
668, "бумажные изделия санитарно"
669, "бумажные и картонные шпули"
670, "бумажные аксессуары для одежды"
671, "бумажные детские пеленки"
672, "бумажные носовые платки"
673, "изомеры чистотой"
674, "бутадиенметилстирольные каучуки"
675, "бутадиенстирольные каучуки"
676, "каучуки изобутиленизопреновые"
677, "бутадиеннитрильные каучуки"
678, "бутадиеновые каучуки"
679, "бутадиенпипериленовые каучуки"
680, "бутадиенпропиленовые каучуки"
681, "бутадиен чистотой"
682, "бутан чистотой"
683, "крановые машины"
684, "бумагоделательные машины"
685, "бурильные машины"
686, "бронированные самоходные боевые машины"
687, "бутылки стеклянные"
688, "буквоотливные машины наборные"
689, "нарезанная по размеру"
690, "брусья гимнастические"
691, "бумагоделательное оборудование"
692, "бронированные двери"
693, "бронированные автомобили"
694, "буровое геологоразведочное оборудование"
695, "эксплуатационного и глубокого разведочного бурения"
696, "гигиенического назначения"
697, "изделия из пластмасс"
698, "переплетное оборудование специальное"
699, "буровое оборудование для горной промышленности"
700, "бутылки-сувениры"
701, "брусья и шпалы железобетонные"
702, "брусья из прессованной древесины"
703, "бронированные корпуса автомобилей"
704, "бутен"
705, "бумагорезательные одноножевые машины для обработки листов и тетрадей"
706, "рисовальная и печатная различного назначения"
707, "теплочувствительной и электрочувствительной бумаги"
708, "булавки из черных металлов"
709, "бусины из недрагоценных металлов"
710, "брусья деревянные для стрелочных переводов непропитанные"
711, "буровые станки"
712, "буровые установки"
713, "булавки английские"
714, "канцелярские принадлежности"
715, "бруски точильные"
716, "электронной форме"
717, "бухгалтерские книги из бумаги и картона"
718, "бутылочки стеклянные для детского питания"
719, "картонные папки"
720, "бусины из стекла"
721, "брюква кормовая"
722, "брюква столовая"
723, "буйволы живые"
724, "быки живые"
725, "колесных тракторах и тягачах"
726, "бульдозеры на гусеничных тракторах"
727, "быстровозводимые здания из пластмасс"
728, "указатели для вывесок и окон магазинов"
729, "чертежная"
730, "мелованные каолином"
731, "ручной и машинной упаковки продуктов и различных изделий"
732, "камни бордюрные и плиты из природного камня"
733, "полотенец"
734, "материалы печатные"
735, "печати"
736, "фризы и планки для паркетного покрытия"
737, "номера"
738, "трубок"
739, "брюки кожаные"
740, "неорганическими веществами"
741, "бульоны и супы сухие"
742, "бумажное и картонное вторичное сырье"
743, "брошюры"
744, "листовки"
745, "оселки"
746, "буквы"
747, "брусчатка"
748, "сланца"
749, "скатертей"
750, "мешки и сумки"
751, "пропитки"
752, "бутиловый спирт"
753, "бурый уголь"
754, "лигнит"
755, "бытовая электронная техника"
756, "бутанолы"
757, "посуда"
758, "упрочненные"
759, "скмс"
760, "скс"
761, "бутилкаучуки"
762, "бутыли"
763, "буроугольные смолы"
764, "бронежилеты и бронеодежда"
765, "брудеры птицеводческие"
766, "буи и бакены"
767, "буксиры"
768, "типов"
769, "бутсы"
770, "вещества взрывчатые"
771, "взрывчатые вещества"
772, "вещества контрастные"
773, "вещества неорганические"
774, "вещества мыльные"
775, "вещества органические"
776, "вещества пептические"
777, "вагоны метрополитена"
778, "вагоны багажные"
779, "вагоны дефектоскопные"
780, "вагоны-самосвалы"
781, "вентиляторы бытовые"
782, "вагоны бункерного"
783, "вагоны-хопперы"
784, "вагоны-цистерны"
785, "бытовые холодильники"
786, "бытовые швейные машины"
787, "бытовые электрические приборы"
788, "вагоны-платформы железнодорожные"
789, "бытовые электрические печи"
790, "бытовые шкафы вытяжные"
791, "вагоны грузовые магистральные"
792, "валы передаточные"
793, "валы гибкие"
794, "валы гладкие"
795, "валы карданные"
796, "валы трансмиссионные"
797, "ванны из металлов"
798, "вещества дубильные растительного происхождения"
799, "бытовые фильтры очистки воды"
800, "вещества натуральные ароматообразующие фруктовые"
801, "кулачковые и коленчатые валы"
802, "вата целлюлозная"
803, "валы-шестерни конические"
804, "ванны полимерные"
805, "вещества красящие растительного и животного происхождения для тканей"
806, "бытовые емкости для пищевых продуктов полимерные"
807, "машин для обработки металлов"
808, "вата медицинская стерильная"
809, "вальцовые машины"
810, "валковые машины"
811, "формовочные машины"
812, "вермикулит необработанный"
813, "ванны гальванические"
814, "ванны керамические"
815, "вата из текстильных материалов"
816, "вата минеральная силикатная"
817, "винты крепежные из металлов"
818, "витамины"
819, "первичных формах"
820, "ванадий необработанный"
821, "висмут необработанный"
822, "вентиляторы промышленные"
823, "велосипеды двухколесные"
824, "велосипеды с двигателем"
825, "вагоноопрокидыватели шахтные"
826, "вакуум-фильтры"
827, "расфасованные для розничной продажи"
828, "марлевые медицинские изделия"
829, "расфасованная для розничной продажи"
830, "столовые и кухонные изделия"
831, "применяемые в медицине и ветеринарии"
832, "варметры лабораторные аналоговые"
833, "ваттметры и варметры аналоговые"
834, "велосипеды детские трехколесные"
835, "варочные электрические панели"
836, "винты гребные судовые и колеса гребные"
837, "сельском хозяйстве"
838, "лесном хозяйстве"
839, "ножевых изделий и столовых приборов"
840, "применяемые в радиологических медицинских исследованиях"
841, "виброизмерительные приборы"
842, "виноград сушеный"
843, "вибрационные конвейеры"
844, "вагонетки шахтные"
845, "виноград свежий"
846, "валериановая кислота"
847, "весы чувствительностью"
848, "видеокамеры пленочные"
849, "видеокамеры цифровые"
850, "винная кислота"
851, "винный камень"
852, "винный отстой"
853, "висмутовые концентраты"
854, "видеоплаты для машин автоматической обработки информации"
